base rep M N OS type no group Source
05 8  15 15 0.150476 PSS NA NA NasiriPSS
05 9  15 15 0.11746 PSS NA NA NasiriPSS
06 0  15 15 0.146667 PSS NA NA NasiriPSS
06 1  15 15 0.135238 PSS NA NA NasiriPSS
06 2  15 15 0.146667 PSS NA NA NasiriPSS
06 3  15 15 0.16127 PSS NA NA NasiriPSS
06 4  15 15 0.140952 PSS NA NA NasiriPSS
06 5  15 15 0.0952381 PSS NA NA NasiriPSS
06 6  15 15 0.11873 PSS NA NA NasiriPSS
06 7  15 15 0.148571 PSS NA NA NasiriPSS
06 8  15 15 0.150476 PSS NA NA NasiriPSS
06 9  15 15 0.11746 PSS NA NA NasiriPSS
07 0  15 15 0.146667 PSS NA NA NasiriPSS
07 1  15 15 0.135238 PSS NA NA NasiriPSS
07 2  15 15 0.146667 PSS NA NA NasiriPSS
07 3  15 15 0.16127 PSS NA NA NasiriPSS
07 4  15 15 0.140952 PSS NA NA NasiriPSS
07 5  15 15 0.0952381 PSS NA NA NasiriPSS
07 6  15 15 0.11873 PSS NA NA NasiriPSS
07 7  15 15 0.148571 PSS NA NA NasiriPSS
07 8  15 15 0.150476 PSS NA NA NasiriPSS
07 9  15 15 0.11746 PSS NA NA NasiriPSS
08 0  15 15 0.146667 PSS NA NA NasiriPSS
08 1  15 15 0.135238 PSS NA NA NasiriPSS
08 2  15 15 0.146667 PSS NA NA NasiriPSS
08 3  15 15 0.16127 PSS NA NA NasiriPSS
08 4  15 15 0.140952 PSS NA NA NasiriPSS
08 5  15 15 0.0952381 PSS NA NA NasiriPSS
08 6  15 15 0.11873 PSS NA NA NasiriPSS
08 7  15 15 0.148571 PSS NA NA NasiriPSS
08 8  15 15 0.150476 PSS NA NA NasiriPSS
08 9  15 15 0.11746 PSS NA NA NasiriPSS
09 0  15 15 0.146667 PSS NA NA NasiriPSS
09 1  15 15 0.135238 PSS NA NA NasiriPSS
09 2  15 15 0.146667 PSS NA NA NasiriPSS
09 3  15 15 0.16127 PSS NA NA NasiriPSS
09 4  15 15 0.140952 PSS NA NA NasiriPSS
09 5  15 15 0.0952381 PSS NA NA NasiriPSS
09 6  15 15 0.11873 PSS NA NA NasiriPSS
09 7  15 15 0.148571 PSS NA NA NasiriPSS
09 8  15 15 0.150476 PSS NA NA NasiriPSS
09 9  15 15 0.11746 PSS NA NA NasiriPSS
10 0  15 15 0.146667 PSS NA NA NasiriPSS
10 1  15 15 0.135238 PSS NA NA NasiriPSS
10 2  15 15 0.146667 PSS NA NA NasiriPSS
10 3  15 15 0.16127 PSS NA NA NasiriPSS
10 4  15 15 0.140952 PSS NA NA NasiriPSS
10 5  15 15 0.0952381 PSS NA NA NasiriPSS
10 6  15 15 0.11873 PSS NA NA NasiriPSS
10 7  15 15 0.148571 PSS NA NA NasiriPSS
10 8  15 15 0.150476 PSS NA NA NasiriPSS
10 9  15 15 0.11746 PSS NA NA NasiriPSS
11 0  15 20 0.122857 PSS NA NA NasiriPSS
11 1  15 20 0.14 PSS NA NA NasiriPSS
11 2  15 20 0.14619 PSS NA NA NasiriPSS
11 3  15 20 0.160952 PSS NA NA NasiriPSS
11 4  15 20 0.164762 PSS NA NA NasiriPSS
11 5  15 20 0.134286 PSS NA NA NasiriPSS
11 6  15 20 0.146667 PSS NA NA NasiriPSS
11 7  15 20 0.109048 PSS NA NA NasiriPSS
11 8  15 20 0.104286 PSS NA NA NasiriPSS
11 9  15 20 0.127143 PSS NA NA NasiriPSS
12 0  15 20 0.122857 PSS NA NA NasiriPSS
12 1  15 20 0.14 PSS NA NA NasiriPSS
12 2  15 20 0.14619 PSS NA NA NasiriPSS
12 3  15 20 0.160952 PSS NA NA NasiriPSS
12 4  15 20 0.164762 PSS NA NA NasiriPSS
12 5  15 20 0.134286 PSS NA NA NasiriPSS
12 6  15 20 0.146667 PSS NA NA NasiriPSS
12 7  15 20 0.109048 PSS NA NA NasiriPSS
12 8  15 20 0.104286 PSS NA NA NasiriPSS
12 9  15 20 0.127143 PSS NA NA NasiriPSS
13 0  15 20 0.122857 PSS NA NA NasiriPSS
13 1  15 20 0.14 PSS NA NA NasiriPSS
13 2  15 20 0.14619 PSS NA NA NasiriPSS
13 3  15 20 0.160952 PSS NA NA NasiriPSS
13 4  15 20 0.164762 PSS NA NA NasiriPSS
13 5  15 20 0.134286 PSS NA NA NasiriPSS
13 6  15 20 0.146667 PSS NA NA NasiriPSS
13 7  15 20 0.109048 PSS NA NA NasiriPSS
13 8  15 20 0.104286 PSS NA NA NasiriPSS
13 9  15 20 0.127143 PSS NA NA NasiriPSS
14 0  15 20 0.122857 PSS NA NA NasiriPSS
14 1  15 20 0.14 PSS NA NA NasiriPSS
14 2  15 20 0.14619 PSS NA NA NasiriPSS
14 3  15 20 0.160952 PSS NA NA NasiriPSS
14 4  15 20 0.164762 PSS NA NA NasiriPSS
14 5  15 20 0.134286 PSS NA NA NasiriPSS
14 6  15 20 0.146667 PSS NA NA NasiriPSS
14 7  15 20 0.109048 PSS NA NA NasiriPSS
14 8  15 20 0.104286 PSS NA NA NasiriPSS
14 9  15 20 0.127143 PSS NA NA NasiriPSS
15 0  15 20 0.122857 PSS NA NA NasiriPSS
15 1  15 20 0.14 PSS NA NA NasiriPSS
15 2  15 20 0.14619 PSS NA NA NasiriPSS
15 3  15 20 0.160952 PSS NA NA NasiriPSS
15 4  15 20 0.164762 PSS NA NA NasiriPSS
15 5  15 20 0.134286 PSS NA NA NasiriPSS
15 6  15 20 0.146667 PSS NA NA NasiriPSS
15 7  15 20 0.109048 PSS NA NA NasiriPSS
15 8  15 20 0.104286 PSS NA NA NasiriPSS
15 9  15 20 0.127143 PSS NA NA NasiriPSS
16 0  15 20 0.122857 PSS NA NA NasiriPSS
16 1  15 20 0.14 PSS NA NA NasiriPSS
16 2  15 20 0.14619 PSS NA NA NasiriPSS
16 3  15 20 0.160952 PSS NA NA NasiriPSS
16 4  15 20 0.164762 PSS NA NA NasiriPSS
16 5  15 20 0.134286 PSS NA NA NasiriPSS
16 6  15 20 0.146667 PSS NA NA NasiriPSS
16 7  15 20 0.109048 PSS NA NA NasiriPSS
16 8  15 20 0.104286 PSS NA NA NasiriPSS
16 9  15 20 0.127143 PSS NA NA NasiriPSS
17 0  15 20 0.122857 PSS NA NA NasiriPSS
17 1  15 20 0.14 PSS NA NA NasiriPSS
17 2  15 20 0.14619 PSS NA NA NasiriPSS
17 3  15 20 0.160952 PSS NA NA NasiriPSS
17 4  15 20 0.164762 PSS NA NA NasiriPSS
17 5  15 20 0.134286 PSS NA NA NasiriPSS
17 6  15 20 0.146667 PSS NA NA NasiriPSS
17 7  15 20 0.109048 PSS NA NA NasiriPSS
17 8  15 20 0.104286 PSS NA NA NasiriPSS
17 9  15 20 0.127143 PSS NA NA NasiriPSS
18 0  15 20 0.122857 PSS NA NA NasiriPSS
18 1  15 20 0.14 PSS NA NA NasiriPSS
18 2  15 20 0.14619 PSS NA NA NasiriPSS
18 3  15 20 0.160952 PSS NA NA NasiriPSS
18 4  15 20 0.164762 PSS NA NA NasiriPSS
18 5  15 20 0.134286 PSS NA NA NasiriPSS
18 6  15 20 0.146667 PSS NA NA NasiriPSS
18 7  15 20 0.109048 PSS NA NA NasiriPSS
18 8  15 20 0.104286 PSS NA NA NasiriPSS
18 9  15 20 0.127143 PSS NA NA NasiriPSS
19 0  15 20 0.122857 PSS NA NA NasiriPSS
19 1  15 20 0.14 PSS NA NA NasiriPSS
19 2  15 20 0.14619 PSS NA NA NasiriPSS
19 3  15 20 0.160952 PSS NA NA NasiriPSS
19 4  15 20 0.164762 PSS NA NA NasiriPSS
19 5  15 20 0.134286 PSS NA NA NasiriPSS
19 6  15 20 0.146667 PSS NA NA NasiriPSS
19 7  15 20 0.109048 PSS NA NA NasiriPSS
19 8  15 20 0.104286 PSS NA NA NasiriPSS
19 9  15 20 0.127143 PSS NA NA NasiriPSS
20 0  15 20 0.122857 PSS NA NA NasiriPSS
20 1  15 20 0.14 PSS NA NA NasiriPSS
20 2  15 20 0.14619 PSS NA NA NasiriPSS
20 3  15 20 0.160952 PSS NA NA NasiriPSS
20 4  15 20 0.164762 PSS NA NA NasiriPSS
20 5  15 20 0.134286 PSS NA NA NasiriPSS
20 6  15 20 0.146667 PSS NA NA NasiriPSS
20 7  15 20 0.109048 PSS NA NA NasiriPSS
20 8  15 20 0.104286 PSS NA NA NasiriPSS
20 9  15 20 0.127143 PSS NA NA NasiriPSS
21 0  20 20 0.125 PSS NA NA NasiriPSS
21 1  20 20 0.0963158 PSS NA NA NasiriPSS
21 2  20 20 0.0897368 PSS NA NA NasiriPSS
21 3  20 20 0.104737 PSS NA NA NasiriPSS
21 4  20 20 0.0797368 PSS NA NA NasiriPSS
21 5  20 20 0.131053 PSS NA NA NasiriPSS
21 6  20 20 0.120263 PSS NA NA NasiriPSS
21 7  20 20 0.0973684 PSS NA NA NasiriPSS
21 8  20 20 0.102105 PSS NA NA NasiriPSS
21 9  20 20 0.107368 PSS NA NA NasiriPSS
22 0  20 20 0.125 PSS NA NA NasiriPSS
22 1  20 20 0.0963158 PSS NA NA NasiriPSS
22 2  20 20 0.0897368 PSS NA NA NasiriPSS
22 3  20 20 0.104737 PSS NA NA NasiriPSS
22 4  20 20 0.0797368 PSS NA NA NasiriPSS
22 5  20 20 0.131053 PSS NA NA NasiriPSS
22 6  20 20 0.120263 PSS NA NA NasiriPSS
22 7  20 20 0.0973684 PSS NA NA NasiriPSS
22 8  20 20 0.102105 PSS NA NA NasiriPSS
22 9  20 20 0.107368 PSS NA NA NasiriPSS
23 0  20 20 0.125 PSS NA NA NasiriPSS
23 1  20 20 0.0963158 PSS NA NA NasiriPSS
23 2  20 20 0.0897368 PSS NA NA NasiriPSS
23 3  20 20 0.104737 PSS NA NA NasiriPSS
23 4  20 20 0.0797368 PSS NA NA NasiriPSS
23 5  20 20 0.131053 PSS NA NA NasiriPSS
23 6  20 20 0.120263 PSS NA NA NasiriPSS
23 7  20 20 0.0973684 PSS NA NA NasiriPSS
23 8  20 20 0.102105 PSS NA NA NasiriPSS
23 9  20 20 0.107368 PSS NA NA NasiriPSS
24 0  20 20 0.125 PSS NA NA NasiriPSS
24 1  20 20 0.0963158 PSS NA NA NasiriPSS
24 2  20 20 0.0897368 PSS NA NA NasiriPSS
24 3  20 20 0.104737 PSS NA NA NasiriPSS
24 4  20 20 0.0797368 PSS NA NA NasiriPSS
24 5  20 20 0.131053 PSS NA NA NasiriPSS
24 6  20 20 0.120263 PSS NA NA NasiriPSS
24 7  20 20 0.0973684 PSS NA NA NasiriPSS
24 8  20 20 0.102105 PSS NA NA NasiriPSS
24 9  20 20 0.107368 PSS NA NA NasiriPSS
25 0  20 20 0.125 PSS NA NA NasiriPSS
25 1  20 20 0.0963158 PSS NA NA NasiriPSS
25 2  20 20 0.0897368 PSS NA NA NasiriPSS
25 3  20 20 0.104737 PSS NA NA NasiriPSS
25 4  20 20 0.0797368 PSS NA NA NasiriPSS
25 5  20 20 0.131053 PSS NA NA NasiriPSS
25 6  20 20 0.120263 PSS NA NA NasiriPSS
25 7  20 20 0.0973684 PSS NA NA NasiriPSS
25 8  20 20 0.102105 PSS NA NA NasiriPSS
25 9  20 20 0.107368 PSS NA NA NasiriPSS
26 0  20 20 0.125 PSS NA NA NasiriPSS
26 1  20 20 0.0963158 PSS NA NA NasiriPSS
26 2  20 20 0.0897368 PSS NA NA NasiriPSS
26 3  20 20 0.104737 PSS NA NA NasiriPSS
26 4  20 20 0.0797368 PSS NA NA NasiriPSS
26 5  20 20 0.131053 PSS NA NA NasiriPSS
26 6  20 20 0.120263 PSS NA NA NasiriPSS
26 7  20 20 0.0973684 PSS NA NA NasiriPSS
26 8  20 20 0.102105 PSS NA NA NasiriPSS
26 9  20 20 0.107368 PSS NA NA NasiriPSS
27 0  20 20 0.125 PSS NA NA NasiriPSS
27 1  20 20 0.0963158 PSS NA NA NasiriPSS
27 2  20 20 0.0897368 PSS NA NA NasiriPSS
27 3  20 20 0.104737 PSS NA NA NasiriPSS
27 4  20 20 0.0797368 PSS NA NA NasiriPSS
27 5  20 20 0.131053 PSS NA NA NasiriPSS
27 6  20 20 0.120263 PSS NA NA NasiriPSS
27 7  20 20 0.0973684 PSS NA NA NasiriPSS
27 8  20 20 0.102105 PSS NA NA NasiriPSS
27 9  20 20 0.107368 PSS NA NA NasiriPSS
28 0  20 20 0.125 PSS NA NA NasiriPSS
28 1  20 20 0.0963158 PSS NA NA NasiriPSS
28 2  20 20 0.0897368 PSS NA NA NasiriPSS
28 3  20 20 0.104737 PSS NA NA NasiriPSS
28 4  20 20 0.0797368 PSS NA NA NasiriPSS
28 5  20 20 0.131053 PSS NA NA NasiriPSS
28 6  20 20 0.120263 PSS NA NA NasiriPSS
28 7  20 20 0.0973684 PSS NA NA NasiriPSS
28 8  20 20 0.102105 PSS NA NA NasiriPSS
28 9  20 20 0.107368 PSS NA NA NasiriPSS
29 0  20 20 0.125 PSS NA NA NasiriPSS
29 1  20 20 0.0963158 PSS NA NA NasiriPSS
29 2  20 20 0.0897368 PSS NA NA NasiriPSS
29 3  20 20 0.104737 PSS NA NA NasiriPSS
29 4  20 20 0.0797368 PSS NA NA NasiriPSS
29 5  20 20 0.131053 PSS NA NA NasiriPSS
29 6  20 20 0.120263 PSS NA NA NasiriPSS
29 7  20 20 0.0973684 PSS NA NA NasiriPSS
29 8  20 20 0.102105 PSS NA NA NasiriPSS
29 9  20 20 0.107368 PSS NA NA NasiriPSS
30 0  20 20 0.125 PSS NA NA NasiriPSS
30 1  20 20 0.0963158 PSS NA NA NasiriPSS
30 2  20 20 0.0897368 PSS NA NA NasiriPSS
30 3  20 20 0.104737 PSS NA NA NasiriPSS
30 4  20 20 0.0797368 PSS NA NA NasiriPSS
30 5  20 20 0.131053 PSS NA NA NasiriPSS
30 6  20 20 0.120263 PSS NA NA NasiriPSS
30 7  20 20 0.0973684 PSS NA NA NasiriPSS
30 8  20 20 0.102105 PSS NA NA NasiriPSS
30 9  20 20 0.107368 PSS NA NA NasiriPSS
31 0  15 30 0.108889 PSS NA NA NasiriPSS
31 1  15 30 0.122222 PSS NA NA NasiriPSS
31 2  15 30 0.120952 PSS NA NA NasiriPSS
31 3  15 30 0.12 PSS NA NA NasiriPSS
31 4  15 30 0.139048 PSS NA NA NasiriPSS
31 5  15 30 0.128889 PSS NA NA NasiriPSS
31 6  15 30 0.14254 PSS NA NA NasiriPSS
31 7  15 30 0.115873 PSS NA NA NasiriPSS
31 8  15 30 0.11746 PSS NA NA NasiriPSS
31 9  15 30 0.136508 PSS NA NA NasiriPSS
32 0  15 30 0.108889 PSS NA NA NasiriPSS
32 1  15 30 0.122222 PSS NA NA NasiriPSS
32 2  15 30 0.120952 PSS NA NA NasiriPSS
32 3  15 30 0.12 PSS NA NA NasiriPSS
32 4  15 30 0.139048 PSS NA NA NasiriPSS
32 5  15 30 0.128889 PSS NA NA NasiriPSS
32 6  15 30 0.14254 PSS NA NA NasiriPSS
32 7  15 30 0.115873 PSS NA NA NasiriPSS
32 8  15 30 0.11746 PSS NA NA NasiriPSS
32 9  15 30 0.136508 PSS NA NA NasiriPSS
33 0  15 30 0.108889 PSS NA NA NasiriPSS
33 1  15 30 0.122222 PSS NA NA NasiriPSS
33 2  15 30 0.120952 PSS NA NA NasiriPSS
33 3  15 30 0.12 PSS NA NA NasiriPSS
33 4  15 30 0.139048 PSS NA NA NasiriPSS
33 5  15 30 0.128889 PSS NA NA NasiriPSS
33 6  15 30 0.14254 PSS NA NA NasiriPSS
33 7  15 30 0.115873 PSS NA NA NasiriPSS
33 8  15 30 0.11746 PSS NA NA NasiriPSS
33 9  15 30 0.136508 PSS NA NA NasiriPSS
34 0  15 30 0.108889 PSS NA NA NasiriPSS
34 1  15 30 0.122222 PSS NA NA NasiriPSS
34 2  15 30 0.120952 PSS NA NA NasiriPSS
34 3  15 30 0.12 PSS NA NA NasiriPSS
34 4  15 30 0.139048 PSS NA NA NasiriPSS
34 5  15 30 0.128889 PSS NA NA NasiriPSS
34 6  15 30 0.14254 PSS NA NA NasiriPSS
34 7  15 30 0.115873 PSS NA NA NasiriPSS
34 8  15 30 0.11746 PSS NA NA NasiriPSS
34 9  15 30 0.136508 PSS NA NA NasiriPSS
35 0  15 30 0.108889 PSS NA NA NasiriPSS
35 1  15 30 0.122222 PSS NA NA NasiriPSS
35 2  15 30 0.120952 PSS NA NA NasiriPSS
35 3  15 30 0.12 PSS NA NA NasiriPSS
35 4  15 30 0.139048 PSS NA NA NasiriPSS
35 5  15 30 0.128889 PSS NA NA NasiriPSS
35 6  15 30 0.14254 PSS NA NA NasiriPSS
35 7  15 30 0.115873 PSS NA NA NasiriPSS
35 8  15 30 0.11746 PSS NA NA NasiriPSS
35 9  15 30 0.136508 PSS NA NA NasiriPSS
36 0  15 30 0.108889 PSS NA NA NasiriPSS
36 1  15 30 0.122222 PSS NA NA NasiriPSS
36 2  15 30 0.120952 PSS NA NA NasiriPSS
36 3  15 30 0.12 PSS NA NA NasiriPSS
36 4  15 30 0.139048 PSS NA NA NasiriPSS
36 5  15 30 0.128889 PSS NA NA NasiriPSS
36 6  15 30 0.14254 PSS NA NA NasiriPSS
36 7  15 30 0.115873 PSS NA NA NasiriPSS
36 8  15 30 0.11746 PSS NA NA NasiriPSS
36 9  15 30 0.136508 PSS NA NA NasiriPSS
37 0  15 30 0.108889 PSS NA NA NasiriPSS
37 1  15 30 0.122222 PSS NA NA NasiriPSS
37 2  15 30 0.120952 PSS NA NA NasiriPSS
37 3  15 30 0.12 PSS NA NA NasiriPSS
37 4  15 30 0.139048 PSS NA NA NasiriPSS
37 5  15 30 0.128889 PSS NA NA NasiriPSS
37 6  15 30 0.14254 PSS NA NA NasiriPSS
37 7  15 30 0.115873 PSS NA NA NasiriPSS
37 8  15 30 0.11746 PSS NA NA NasiriPSS
37 9  15 30 0.136508 PSS NA NA NasiriPSS
38 0  15 30 0.108889 PSS NA NA NasiriPSS
38 1  15 30 0.122222 PSS NA NA NasiriPSS
38 2  15 30 0.120952 PSS NA NA NasiriPSS
38 3  15 30 0.12 PSS NA NA NasiriPSS
38 4  15 30 0.139048 PSS NA NA NasiriPSS
38 5  15 30 0.128889 PSS NA NA NasiriPSS
38 6  15 30 0.14254 PSS NA NA NasiriPSS
38 7  15 30 0.115873 PSS NA NA NasiriPSS
38 8  15 30 0.11746 PSS NA NA NasiriPSS
38 9  15 30 0.136508 PSS NA NA NasiriPSS
39 0  15 30 0.108889 PSS NA NA NasiriPSS
39 1  15 30 0.122222 PSS NA NA NasiriPSS
39 2  15 30 0.120952 PSS NA NA NasiriPSS
39 3  15 30 0.12 PSS NA NA NasiriPSS
39 4  15 30 0.139048 PSS NA NA NasiriPSS
39 5  15 30 0.128889 PSS NA NA NasiriPSS
39 6  15 30 0.14254 PSS NA NA NasiriPSS
39 7  15 30 0.115873 PSS NA NA NasiriPSS
39 8  15 30 0.11746 PSS NA NA NasiriPSS
39 9  15 30 0.136508 PSS NA NA NasiriPSS
40 0  15 30 0.108889 PSS NA NA NasiriPSS
40 1  15 30 0.122222 PSS NA NA NasiriPSS
40 2  15 30 0.120952 PSS NA NA NasiriPSS
40 3  15 30 0.12 PSS NA NA NasiriPSS
40 4  15 30 0.139048 PSS NA NA NasiriPSS
40 5  15 30 0.128889 PSS NA NA NasiriPSS
40 6  15 30 0.14254 PSS NA NA NasiriPSS
40 7  15 30 0.115873 PSS NA NA NasiriPSS
40 8  15 30 0.11746 PSS NA NA NasiriPSS
40 9  15 30 0.136508 PSS NA NA NasiriPSS
41 0  20 30 0.105614 PSS NA NA NasiriPSS
41 1  20 30 0.0887719 PSS NA NA NasiriPSS
41 2  20 30 0.13386 PSS NA NA NasiriPSS
41 3  20 30 0.0896491 PSS NA NA NasiriPSS
41 4  20 30 0.107544 PSS NA NA NasiriPSS
41 5  20 30 0.109123 PSS NA NA NasiriPSS
41 6  20 30 0.0945614 PSS NA NA NasiriPSS
41 7  20 30 0.0726316 PSS NA NA NasiriPSS
41 8  20 30 0.100351 PSS NA NA NasiriPSS
41 9  20 30 0.124035 PSS NA NA NasiriPSS
42 0  20 30 0.105614 PSS NA NA NasiriPSS
42 1  20 30 0.0887719 PSS NA NA NasiriPSS
42 2  20 30 0.13386 PSS NA NA NasiriPSS
42 3  20 30 0.0896491 PSS NA NA NasiriPSS
42 4  20 30 0.107544 PSS NA NA NasiriPSS
42 5  20 30 0.109123 PSS NA NA NasiriPSS
42 6  20 30 0.0945614 PSS NA NA NasiriPSS
42 7  20 30 0.0726316 PSS NA NA NasiriPSS
42 8  20 30 0.100351 PSS NA NA NasiriPSS
42 9  20 30 0.124035 PSS NA NA NasiriPSS
43 0  20 30 0.105614 PSS NA NA NasiriPSS
43 1  20 30 0.0887719 PSS NA NA NasiriPSS
43 2  20 30 0.13386 PSS NA NA NasiriPSS
43 3  20 30 0.0896491 PSS NA NA NasiriPSS
43 4  20 30 0.107544 PSS NA NA NasiriPSS
43 5  20 30 0.109123 PSS NA NA NasiriPSS
43 6  20 30 0.0945614 PSS NA NA NasiriPSS
43 7  20 30 0.0726316 PSS NA NA NasiriPSS
43 8  20 30 0.100351 PSS NA NA NasiriPSS
43 9  20 30 0.124035 PSS NA NA NasiriPSS
44 0  20 30 0.105614 PSS NA NA NasiriPSS
44 1  20 30 0.0887719 PSS NA NA NasiriPSS
44 2  20 30 0.13386 PSS NA NA NasiriPSS
44 3  20 30 0.0896491 PSS NA NA NasiriPSS
44 4  20 30 0.107544 PSS NA NA NasiriPSS
44 5  20 30 0.109123 PSS NA NA NasiriPSS
44 6  20 30 0.0945614 PSS NA NA NasiriPSS
44 7  20 30 0.0726316 PSS NA NA NasiriPSS
44 8  20 30 0.100351 PSS NA NA NasiriPSS
44 9  20 30 0.124035 PSS NA NA NasiriPSS
45 0  20 30 0.105614 PSS NA NA NasiriPSS
45 1  20 30 0.0887719 PSS NA NA NasiriPSS
45 2  20 30 0.13386 PSS NA NA NasiriPSS
45 3  20 30 0.0896491 PSS NA NA NasiriPSS
45 4  20 30 0.107544 PSS NA NA NasiriPSS
45 5  20 30 0.109123 PSS NA NA NasiriPSS
45 6  20 30 0.0945614 PSS NA NA NasiriPSS
45 7  20 30 0.0726316 PSS NA NA NasiriPSS
45 8  20 30 0.100351 PSS NA NA NasiriPSS
45 9  20 30 0.124035 PSS NA NA NasiriPSS
46 0  20 30 0.105614 PSS NA NA NasiriPSS
46 1  20 30 0.0887719 PSS NA NA NasiriPSS
46 2  20 30 0.13386 PSS NA NA NasiriPSS
46 3  20 30 0.0896491 PSS NA NA NasiriPSS
46 4  20 30 0.107544 PSS NA NA NasiriPSS
46 5  20 30 0.109123 PSS NA NA NasiriPSS
46 6  20 30 0.0945614 PSS NA NA NasiriPSS
46 7  20 30 0.0726316 PSS NA NA NasiriPSS
46 8  20 30 0.100351 PSS NA NA NasiriPSS
46 9  20 30 0.124035 PSS NA NA NasiriPSS
47 0  20 30 0.105614 PSS NA NA NasiriPSS
47 1  20 30 0.0887719 PSS NA NA NasiriPSS
47 2  20 30 0.13386 PSS NA NA NasiriPSS
47 3  20 30 0.0896491 PSS NA NA NasiriPSS
47 4  20 30 0.107544 PSS NA NA NasiriPSS
47 5  20 30 0.109123 PSS NA NA NasiriPSS
47 6  20 30 0.0945614 PSS NA NA NasiriPSS
47 7  20 30 0.0726316 PSS NA NA NasiriPSS
47 8  20 30 0.100351 PSS NA NA NasiriPSS
47 9  20 30 0.124035 PSS NA NA NasiriPSS
48 0  20 30 0.105614 PSS NA NA NasiriPSS
48 1  20 30 0.0887719 PSS NA NA NasiriPSS
48 2  20 30 0.13386 PSS NA NA NasiriPSS
48 3  20 30 0.0896491 PSS NA NA NasiriPSS
48 4  20 30 0.107544 PSS NA NA NasiriPSS
48 5  20 30 0.109123 PSS NA NA NasiriPSS
48 6  20 30 0.0945614 PSS NA NA NasiriPSS
48 7  20 30 0.0726316 PSS NA NA NasiriPSS
48 8  20 30 0.100351 PSS NA NA NasiriPSS
48 9  20 30 0.124035 PSS NA NA NasiriPSS
49 0  20 30 0.105614 PSS NA NA NasiriPSS
49 1  20 30 0.0887719 PSS NA NA NasiriPSS
49 2  20 30 0.13386 PSS NA NA NasiriPSS
49 3  20 30 0.0896491 PSS NA NA NasiriPSS
49 4  20 30 0.107544 PSS NA NA NasiriPSS
49 5  20 30 0.109123 PSS NA NA NasiriPSS
49 6  20 30 0.0945614 PSS NA NA NasiriPSS
49 7  20 30 0.0726316 PSS NA NA NasiriPSS
49 8  20 30 0.100351 PSS NA NA NasiriPSS
49 9  20 30 0.124035 PSS NA NA NasiriPSS
50 0  20 30 0.105614 PSS NA NA NasiriPSS
50 1  20 30 0.0887719 PSS NA NA NasiriPSS
50 2  20 30 0.13386 PSS NA NA NasiriPSS
50 3  20 30 0.0896491 PSS NA NA NasiriPSS
50 4  20 30 0.107544 PSS NA NA NasiriPSS
50 5  20 30 0.109123 PSS NA NA NasiriPSS
