base rep M N OS type no group Source
24 10 3  10 25 0.6 GSS NA NA MSSliu
24 10 4  10 25 0.6 GSS NA NA MSSliu
24 10 5  10 25 0.6 GSS NA NA MSSliu
24 10 6  10 25 0.6 GSS NA NA MSSliu
24 10 7  10 25 0.6 GSS NA NA MSSliu
24 10 8  10 25 0.6 GSS NA NA MSSliu
24 10 9  10 25 0.6 GSS NA NA MSSliu
24 15 0  10 30 0.5 GSS NA NA MSSliu
24 15 1  10 30 0.5 GSS NA NA MSSliu
24 15 2  10 30 0.5 GSS NA NA MSSliu
24 15 3  10 30 0.5 GSS NA NA MSSliu
24 15 4  10 30 0.5 GSS NA NA MSSliu
24 15 5  10 30 0.5 GSS NA NA MSSliu
24 15 6  10 30 0.5 GSS NA NA MSSliu
24 15 7  10 30 0.5 GSS NA NA MSSliu
24 15 8  10 30 0.5 GSS NA NA MSSliu
24 15 9  10 30 0.5 GSS NA NA MSSliu
24 20 0  10 35 0.428571 GSS NA NA MSSliu
24 20 1  10 35 0.428571 GSS NA NA MSSliu
24 20 2  10 35 0.428571 GSS NA NA MSSliu
24 20 3  10 35 0.428571 GSS NA NA MSSliu
24 20 4  10 35 0.428571 GSS NA NA MSSliu
24 20 5  10 35 0.428571 GSS NA NA MSSliu
24 20 6  10 35 0.428571 GSS NA NA MSSliu
24 20 7  10 35 0.428571 GSS NA NA MSSliu
24 20 8  10 35 0.428571 GSS NA NA MSSliu
24 20 9  10 35 0.428571 GSS NA NA MSSliu
24 5 0  10 20 0.75 GSS NA NA MSSliu
24 5 1  10 20 0.75 GSS NA NA MSSliu
24 5 2  10 20 0.75 GSS NA NA MSSliu
24 5 3  10 20 0.75 GSS NA NA MSSliu
24 5 4  10 20 0.75 GSS NA NA MSSliu
24 5 5  10 20 0.75 GSS NA NA MSSliu
24 5 6  10 20 0.75 GSS NA NA MSSliu
24 5 7  10 20 0.75 GSS NA NA MSSliu
24 5 8  10 20 0.75 GSS NA NA MSSliu
24 5 9  10 20 0.75 GSS NA NA MSSliu
29 10 0  10 30 0.666667 GSS NA NA MSSliu
29 10 1  10 30 0.666667 GSS NA NA MSSliu
29 10 2  10 30 0.666667 GSS NA NA MSSliu
29 10 3  10 30 0.666667 GSS NA NA MSSliu
29 10 4  10 30 0.666667 GSS NA NA MSSliu
29 10 5  10 30 0.666667 GSS NA NA MSSliu
29 10 6  10 30 0.666667 GSS NA NA MSSliu
29 10 7  10 30 0.666667 GSS NA NA MSSliu
29 10 8  10 30 0.666667 GSS NA NA MSSliu
29 10 9  10 30 0.666667 GSS NA NA MSSliu
29 15 0  10 35 0.571429 GSS NA NA MSSliu
29 15 1  10 35 0.571429 GSS NA NA MSSliu
29 15 2  10 35 0.571429 GSS NA NA MSSliu
29 15 3  10 35 0.571429 GSS NA NA MSSliu
29 15 4  10 35 0.571429 GSS NA NA MSSliu
29 15 5  10 35 0.571429 GSS NA NA MSSliu
29 15 6  10 35 0.571429 GSS NA NA MSSliu
29 15 7  10 35 0.571429 GSS NA NA MSSliu
29 15 8  10 35 0.571429 GSS NA NA MSSliu
29 15 9  10 35 0.571429 GSS NA NA MSSliu
29 20 0  10 40 0.5 GSS NA NA MSSliu
29 20 1  10 40 0.5 GSS NA NA MSSliu
29 20 2  10 40 0.5 GSS NA NA MSSliu
29 20 3  10 40 0.5 GSS NA NA MSSliu
29 20 4  10 40 0.5 GSS NA NA MSSliu
29 20 5  10 40 0.5 GSS NA NA MSSliu
29 20 6  10 40 0.5 GSS NA NA MSSliu
29 20 7  10 40 0.5 GSS NA NA MSSliu
29 20 8  10 40 0.5 GSS NA NA MSSliu
29 20 9  10 40 0.5 GSS NA NA MSSliu
29 5 0  10 25 0.8 GSS NA NA MSSliu
29 5 1  10 25 0.8 GSS NA NA MSSliu
29 5 2  10 25 0.8 GSS NA NA MSSliu
29 5 3  10 25 0.8 GSS NA NA MSSliu
29 5 4  10 25 0.8 GSS NA NA MSSliu
29 5 5  10 25 0.8 GSS NA NA MSSliu
29 5 6  10 25 0.8 GSS NA NA MSSliu
29 5 7  10 25 0.8 GSS NA NA MSSliu
29 5 8  10 25 0.8 GSS NA NA MSSliu
29 5 9  10 25 0.8 GSS NA NA MSSliu
36 10 0  15 25 0.6 GSS NA NA MSSliu
36 10 1  15 25 0.6 GSS NA NA MSSliu
36 10 2  15 25 0.6 GSS NA NA MSSliu
36 10 3  15 25 0.6 GSS NA NA MSSliu
36 10 4  15 25 0.6 GSS NA NA MSSliu
36 10 5  15 25 0.6 GSS NA NA MSSliu
36 10 6  15 25 0.6 GSS NA NA MSSliu
36 10 7  15 25 0.6 GSS NA NA MSSliu
36 10 8  15 25 0.6 GSS NA NA MSSliu
36 10 9  15 25 0.6 GSS NA NA MSSliu
36 15 0  15 30 0.5 GSS NA NA MSSliu
36 15 1  15 30 0.5 GSS NA NA MSSliu
36 15 2  15 30 0.5 GSS NA NA MSSliu
36 15 3  15 30 0.5 GSS NA NA MSSliu
36 15 4  15 30 0.5 GSS NA NA MSSliu
36 15 5  15 30 0.5 GSS NA NA MSSliu
36 15 6  15 30 0.5 GSS NA NA MSSliu
36 15 7  15 30 0.5 GSS NA NA MSSliu
36 15 8  15 30 0.5 GSS NA NA MSSliu
36 15 9  15 30 0.5 GSS NA NA MSSliu
36 20 0  15 35 0.428571 GSS NA NA MSSliu
36 20 1  15 35 0.428571 GSS NA NA MSSliu
36 20 2  15 35 0.428571 GSS NA NA MSSliu
36 20 3  15 35 0.428571 GSS NA NA MSSliu
36 20 4  15 35 0.428571 GSS NA NA MSSliu
36 20 5  15 35 0.428571 GSS NA NA MSSliu
36 20 6  15 35 0.428571 GSS NA NA MSSliu
36 20 7  15 35 0.428571 GSS NA NA MSSliu
36 20 8  15 35 0.428571 GSS NA NA MSSliu
36 20 9  15 35 0.428571 GSS NA NA MSSliu
36 5 0  15 20 0.75 GSS NA NA MSSliu
36 5 1  15 20 0.75 GSS NA NA MSSliu
36 5 2  15 20 0.75 GSS NA NA MSSliu
36 5 3  15 20 0.75 GSS NA NA MSSliu
36 5 4  15 20 0.75 GSS NA NA MSSliu
36 5 5  15 20 0.75 GSS NA NA MSSliu
36 5 6  15 20 0.75 GSS NA NA MSSliu
36 5 7  15 20 0.75 GSS NA NA MSSliu
36 5 8  15 20 0.75 GSS NA NA MSSliu
36 5 9  15 20 0.75 GSS NA NA MSSliu
